date,value
2023-12-01,20777.9
2024-01-01,20843.9
2024-02-01,20927.4
2024-03-01,20973.9
2024-04-01,20959.7
2024-05-01,21020.6
2024-06-01,21068.4
2024-07-01,21095.3
2024-08-01,21186.8
2024-09-01,21269.5
2024-10-01,21331.9
2024-11-01,21452.2
2024-12-01,21485.9
