date,value
2024-01-01,79.0
2024-02-01,76.9
2024-03-01,79.4
2024-04-01,77.2
2024-05-01,69.1
2024-06-01,68.2
2024-07-01,66.4
2024-08-01,67.9
2024-09-01,70.1
2024-10-01,70.5
2024-11-01,71.8
2024-12-01,74.0

